"item_id","item_pymnt_amount","item_desc_dutch","item_desc_translation","item_location","month","year","manuscript","folio_num"
1133,"4 ½ pl","4 ½ loets gaerns","four-and-a-half loads of yarn (CHECK TRANSLATION)",1,"April",1464,1214,"287r"
1134,"10 s","te Gobbertingen verdinct 5 posternen ellic posterne 2 s","contracted at Gobertange to make five rear doors each rear door 2 s",7,"April",1464,1214,"287r"
1135,"3 s","van der voeren","for transporting (doors?)",7,"April",1464,1214,"287r"
1136,"12 s","8 quaerten smauts ende aen cattuyn","eight quarts of liquid fat and for a garment(?)",1,"April",1464,1214,"287r"
1137,"10 s","aen die 4 kerssen te vernijsschen","for verneering the four candles",1,"May",1464,1214,"287r"
1138,"4 gripen","onder clochuys 1 ghelasevinster hermaect ende ander wercq","restored one glass window at the clock house and for other work",1,"May",1464,1214,"287r"
1139,"3 gripen","den selven noch van anderen wercke","to the same (glassmaker) again for other work",1,"May",1464,1214,"287r"
1140,"1 ½ s","aen 2 corporale te wasschen","for washing two corporals",1,"May",1464,1214,"287v"
1141,"15 s","3 hoechpipers","three bagpipers",1,"May",1464,1214,"287v"
1142,"8 s","8 ghesellen die op snaer speelden","for the company of eight who played the drums",1,"May",1464,1214,"287v"
1143,"2 s","noch anderen speellieden gheven","given to still other players",1,"May",1464,1214,"287v"
1144,"1 ½","NULL","yearly salary?",1,"May",1464,1214,"287v"
1145,"18 s","den heren van de spele","the gentlemen of the play",1,"May",1464,1214,"287v"
1146,"3 s","1 dach aen die posten onder clochuys te ghereyden","one day preparing the posts under the clock house",1,"June",1464,1214,"288r"
1147,"9 ½ s","verdient aen alderhans werk van der kerken","earned for various work at the church",1,"June",1464,1214,"288r"
1148,"20 s 1pl min","verdient aen alderhans werk van der kerken","earned for various work at the church",1,"June",1464,1214,"288r"
1149,"5 s 1 pl min","van yserwercke","for iron work",1,"June",1464,1214,"288r"
1150,"5 ½ s","aen alderhans werc van der kerken","for various work at the church",1,"June",1464,1214,"288r"
1151,"18 gripen","noch op die legende te scrivenne","for scribal work on the Legend (Golden Legend)",1,"June",1464,1214,"288v"
,"NULL","9 quaerten biers den cursters van beyarden","nine quarts of beer (for) the Costers for the Aged",1,"July",1464,1214,"312r"
,"NULL","jeghen die capelle 1700 korele","Seventeen-hundred tiles (charged) against the choir school",1,"July",1464,1214,"312r"
,"15 s","aen Toelen Ballen mantel ghewract 5 daghe elc dach 3 s","worked on Toelen Ballen’s [mantel  TRANSLATE] five days each day 3 s",1,"July",1464,1214,"312r"
,"NULL","4 ½ dach","four-and-a-half day’s work",1,"July",1464,1214,"312r"
